Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base
Partner,uzw4054ptn,Partner,PartnerTV-Box,1746MB,TV,Broadcom BCM7218,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
OnePlus,shibuya,OnePlus,Y Series,948MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Engel,bangbae,Engel,ENGEL,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Panodic,IPHDCK16H,Panodic,IPHDCK16H,1950MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
SHARP,tcve2uj,Sharp,4T-C**DL1/DJ1/DQ1/DN2,3160MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MICROMAX,R2,Micromax,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Nokia,HND,Nokia,Nokia Steaming Box 8000,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
XD,martin,XD-DML,XD,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Haier,irvine,Haier,Haier MatrixTV AEL,2962MB,TV,Mediatek t51p,2x ARM Mali G52 (500 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
STARLIGHT,yeongdeungpo,Starlight,Rumania,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
DIRECTV,p21kw500,DIRECTV,Pendant,3437MB,TV,Broadcom BCM72181,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Haier,hanyang,Haier,Haier 4K Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
VU,songshan,Vu Televisions,43GloLED,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
TIM,m393gena_tim,TIM,TIMVISIONBOX,2780MB,TV,Broadcom BCM72180,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
itel,barking,Itel,G5550,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
OK,samseong,OK (Mediamark),Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
LUCOMS,R1,SCBC TV,ATV R1,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
BLAUPUNKT,ICN,Blaupunkt,BATV10,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KONKA,keoneae,KONKA,HK 4K Google TV-C,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Linsar,komagome,Linsar,Linsar,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
TBC,TATV_8000,TBC (TW),TATV-8000,1660MB,TV,Realtek RTD1611,3x ARM Mali G51 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Infinix,ikebukuro,Infinix,32X1,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Amino,Amigo,Aminocom,Amigo,1950MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
PANASONIC,R2,Panasonic,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
bell,sti6130d324,Bell Canada,Bell Streamer,2032MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
Blaupunkt,keoneae,Blaupunkt,Blaupunkt 4K Google TV,2147MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Akari,DV8219,Akari,AX-117ATV,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
Aconatic,takao,Aconatic,ACONATIC FHD TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SABA,redwood,SABA,Smart TV,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
INTEX,R1,Intex,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Classpro,longshan,Classpro,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Verizon,sti6251d315,Verizon,Stream TV Soundbar,2085MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
smaTY,pioneer,HKC Elec,4K Smart TV,1964MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SHARP,OD0M_EA_T32,Sharp,SHARP UHD TV,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Philco,ikebukuro,Philco,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Vestel,shandao,My,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Xiaomi,matrix,Xiaomi,MiTV4C,1707MB,TV,Amlogic AMLT962,,1080x1920,320,armeabi;armeabi-v7a,23,2,0
Smarttech,yeongdeungpo,Smart-Tech TV,SmartTech,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Riviera,sindorim,Riviera,Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Fastway,DV8545-C-KIF,Fastway,FW-Plus Ultra 4K Box1,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Innos,bruno,innos,innos,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BLAUPUNKT,bangbae,Blaupunkt,Blaupunkt,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
CONDOR,tcl_eu,TCL,Percee TV,1968MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,24,3.2,0
VU,huangshan,Vu Televisions,huangshan_emV,2062MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
DishTV-NZ,HiCast,DishTV-NZ,SV10,949MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
TOSHIBA,hamamatsucho,Toshiba,fushan_Toshiba,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
STREAM-SYSTEM,R3,Stream System,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Tesla,LAS,Tesla,LEAP-S1,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Onn,stephen,Onn (Walmart),Onn 2k TV stick,1030MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
OK,ikebukuro,OK (Mediamark),32770H-TAB,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PRIMA,lasalle,PRIMA,PRIMA 2K Android TV,1073MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
HYUNDAI,redwood,Hyundai,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
OnePlus,Dubai,OnePlus,D00,964MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Telia,DV8919-KST,Telia,Telia Nordic STB,3140MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
NAKAMICHI,stanford,KTCtv,NAKAMICHI,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
VISIO,shinagawa,VISIO,VISIO TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
UNITED,gangbyeon,UNITED TV,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
COMPAQ,zhongshan,Compaq,COMPAQ,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ENTV,seocho,MTC,ENTV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BEC,longshan,BEC-KW,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
TEKLIO,redwood,TEKLIO,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
AZATECH,stanford,KTCtv,AZATECH,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
ALBADEEL,ikebukuro,ALBADEEL,B725U,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Ayonz,hanyang,EKO,EKO android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
YOUIN,HND,YOUIN,SEI600EN,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Xiaomi,croods,Xiaomi,MiTV,1886MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
FPT,DV8236,FPT Telecom,FPT ATV Play Box,1040MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
INFINITON,tamachi,INFINITON,"SPAIN, MOROCCO, PORTUGAL",952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Hyundai,samseong,Hyundai,HYLED5015A4KM,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
O2,O2TV_B866V2,O2.CZ,O2 TV Box,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Sony,BRAVIA_VU31_4K,Sony,BRAVIA_VU3.1,2147MB,TV,Realtek RTD2873A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
skyworth,anaheim,SWTV,SWTV-22HK-4K NF,2962MB,TV,Mediatek t51p,2x ARM Mali G52 (500 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
HOME-ELITE,R1,Home Elite,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
CTL,ctl_iptv_mrvl,CenturyLink,PureTV,969MB,TV,Marvell BG4-CT,,1080x1920,240,arm64-v8a;armeabi;armeabi-v7a,23,2,0
VU,laoshan,Hisense,laoshan,1426MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
KONKA,capitolhill,KONKA,HK 2K Google TV,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Grunkel,martin,Grunkel,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SEI,ST4500,Sumitomo Electric Industries,ST4500,2567MB,TV,Broadcom BCM7278,,1080x1920,320,armeabi;armeabi-v7a,31,3.1,0
BLAUPUNKT,martin,Blaupunkt,Europe,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
JVC,R4,JVC,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
MECOOL,KT1,Mecool,KT1,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
BRUHM,ikebukuro,BRUHM,BTF-43SG,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Linsar,bangbae,Linsar,Linsar,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ASTECH,tamachi,ASTECH,Senegal,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
FLNET,ba201,Flnet,BANDOTT Sandwich,1802MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2,0
MECOOL,KD1,Mecool,KD1,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SHINON,ikebukuro,SHINON,SH32G7S,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
KCCL,N9109M,KCCL,N9109M,1031MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Telkom,DV8219,Telkom,TVB-100,1004MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,240,armeabi;armeabi-v7a,25,2,0
AXSTV,SEI530PTS,AXSTV,AXSTV530,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Inspur,S905,Inspur,Inspur,2086MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,2,0
Pixela,tennouji,Pixela,PIX-SMB400,1948MB,TV,HiSilicon hi3798cv200,ARM Mali T720 (675 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
ORION,redwood,ORION,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
DAIKO,OD0M_EA_T32,DAIKO,DAIKO UHD TV,1412MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
MARCEL,martin,Marcel,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
PRIMA,kenton,PRIMA,PRIMA 4K Android TV,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
VU,hamamatsucho,Vu Televisions,fushan_vu,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PIONEER,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
scbc,R1,Micromax,R1,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
LLOYD,R3,LLOYD,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Scanfrost,martin,Scanfrost,Nigeria,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
HYUNDAI,tamachi,Hyundai,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SHARP,banqiao,Sharp,DL1X,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Dish,dish_cable_bcm,Dish,EVOLVE,1509MB,TV,Broadcom BCM7251S,,1080x1920,320,armeabi;armeabi-v7a,23,3,0
CONDOR,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Technicolor,dwt765ti,TIM,TIMvision,1044MB,TV,Marvell BG4-CT,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
google,eros-p1,,,2073MB,TV,unknown,,720x1280,213,armeabi;armeabi-v7a,29,3.2,0
TECO,samseong,TECO,TL55U12TRE,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Telenor,Hipernet_TV_Box_B866V2,Telenor(HU),Hipernet TV Box,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Sunbrite,huangshan,Sunbrite,huangshan_sunbrite,2033MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KaonMedia,KSTB2020,NCTC,KSTB2020,1813MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
NOBRAND,stanford,KTCtv,Nobrand,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MIRAY,R4,MIRAY,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
PHILCO,stanford,Philco,Philco,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Arris,SFO,Arris,VIP7100 A,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Sony,BRAVIA_ATV3_4K,Sony,BRAVIA 4K GB ATV3,2041MB,TV,Mediatek MT5832,,1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
IMPEX,OD0M_EA_T32,IMPEX,GRANDE UHD TV,1382MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
itel,redwood,Itel,G4050,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
eSTREAM4K,SEI500CB,eSTREAM 4K,Pyxis-CBT,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
WOM,SEI500W,WOM,WOM,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SW,SW6H,SWTV,SW-22SA,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
unifi-TV,HP40A3,Unifi-TV,unifi-TV,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Toshiba,laoshan,Toshiba,laoshan_Toshiba,1428MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Swosh,longshan,Swosh,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Singer,longshan,Singer,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
THOMSON,redwood,Thomson,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MyBox,DV8020,MyBox,MBIF-H533,1033MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2,0
Transvision,USB6_IR80,Transvision,Transvision,1514MB,TV,Broadcom BCM72604,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
Megacable,B866V2_ZTE,Megacable,Mexico,2032MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
Stofa,IC1130,Stofa,IC1130,1424MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,25,3,0
Claro,SEI800CCOA,Claro,Claro Colombia STB,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
THOMSON,R4,Thomson,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Skyworth,YYT,Skyworth,Leap-S2,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Hyundai,shinjuku,Hyundai,Hyundai 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
HiMedia,HiBox,HiMedia,S500,1947MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Xiaomi,soul,Xiaomi,Xiaomi TV stick 4K,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
BenQ,longshan,BenQ,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Ashima,songshan,ASHIMA,OEM50ANDROID22/OEM55ANDROID22,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
United,ikebukuro,UNITED TV,LED32HS72A9,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
TELEFUNKEN,SW4H,Telefunken,TELEFUNKEN SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
WALTON,martin,Smart-Tech TV,EU、UK、AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Yes,dwi765yes,Yes,STING,1038MB,TV,Marvell BG4-CT,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
RiksTV,HP40A3,RiksTV,SRT412,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KT,KG4100,Korea Telecom,KG4100,3947MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ATT,c71kw400,DIRECTV,DIRECTV STREAM,1802MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Channel_Master,dwt765cha,Channel Master,Stream+,1054MB,TV,Marvell BG4-CT,,1080x1920,320,armeabi;armeabi-v7a,24,3.2,0
GRUNKEL,tamachi,Grunkel,Spain,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
EAS-ELECTRIC,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
WALTON,mateo,Walton,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
STAR-X,tamachi,Star-X,Middle East,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
DAEWOO,SW6H,Daewoo,DAEWOO SMART TV,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,160,armeabi;armeabi-v7a,30,3.2,0
NETBOX,uiw4030dnm,Technicolor,NETBOX,1752MB,TV,Amlogic AMLS905,,1080x1920,320,armeabi;armeabi-v7a,25,2,0
Euskaltel,m392,Euskaltel,Deco 4K con Android TV,1714MB,TV,Broadcom BCM72160,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
BPL,samseong,BPL,Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SKY_Brasil,usw8052skb,SKY_Brasil,Sky Brazil,2864MB,TV,Broadcom BCM72160,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
Xiaomi,dangal,Xiaomi,MiTV,1039MB,TV,Amlogic AMLT950X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MITO,mateo,Mito,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
EKO,komagome,EKO,EKO,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
OnePlus,Cebu,OnePlus,C00,1855MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
KALLEY,R1,Kalley,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
XTREME,R1,Xtreme,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Pixela,kyobashi,Pixela,PIX_VP100,3811MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
Hisense,songshan,Hisense,4K TV,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
